job_id,company_id,location,designation,details_id,,,
1,1,Bangalore,Finance Associate Controller (Drive),1,,,
2,1,Bangalore,Finance Associate Reporting (Drive),2,,,
3,2,Mumbai,BDE / BDA - Inside Sales (Drive),3,,,
4,2,Mumbai,Senior Backend Engineer,4,,,
5,3,Mumbai,Key Account Manager (Drive),5,,,
6,4,"Bangalore, Hyderabad",Data Analyst / Senior Data Analyst (Drive),6,,,
7,5,"Bangalore, Chennai",Data Scientist (Drive),7,,,
8,5,"Bangalore, Chennai",Product Solution Engineer (Drive),8,,,
9,6,Bangalore,Brand Sales Manager (Drive),9,,,
10,7,Bangalore,Inside Sales Manager (Drive),10,,,
11,8,Bangalore,Customer Success Manager (Drive),11,,,
12,9,"Bangalore, Mumbai",Relationship Manager (Drive),12,,,
13,9,"Amritsar, Chennai, Delhi",Sales Manager - Portfolio (Drive),13,,,
14,10,Gurgaon,Blu Smart - Business Development Manager $$ SPP,14,,,
15,10,Gurgaon,Business Development Manager,15,,,
16,11,Bangalore,Solution Engineer,16,,,
17,12,Pune,Software Developer,17,,,
18,12,Pune,Test Engineer,18,,,
19,13,Bangalore,Principal Software Engineer,19,,,
20,14,Hyderabad,Head of Sourcing (Drive),20,,,
21,15,Indore,Data Analyst,21,,,
22,15,Noida,Data Analysit,22,,,
23,15,Pune,Data Analyst,23,,,
24,15,Hyderabad,Data Analyst,24,,,
25,15,Noida,Software Engineer,25,,,
26,15,Bangalore,Salesforce Developer - Lead,26,,,
27,15,Bangalore,Salesforce Developer,27,,,
28,15,Hyderabad,Salesforce Developer,28,,,
29,15,Jaipur,Salesforce Developer,29,,,
30,15,Pune,.NET Core React Developer,30,,,
31,16,Noida,Core PHP Developer,31,,,
32,17,Bangalore,Principal Architect,32,,,
33,17,Hyderabad,Data Scientist,33,,,
34,18,Hyderabad,Full Stack Developer,34,,,
35,18,Hyderabad,Full Stack Developer II,35,,,
36,19,Bangalore,Data Analyst,36,,,
37,19,Bangalore,Product Manager,37,,,
38,20,Mumbai,Frontend Developer,38,,,
39,21,Ahmedabad,Business Development Executive,39,,,
40,22,Bangalore,Backend Developer,40,,,
41,23,Hyderabad,Software Engineer II - API and AWS Senior Developer,41,,,
42,24,Hyderabad,Snowflake Architect,42,,,
43,24,Hyderabad,C++ Developer,43,,,
44,25,Bangalore,CISO / IT Risk Manager - AVP,44,,,
45,26,Bangalore,Dot .NET Backend Developer,45,,,
46,27,Delhi,Technical Project Manager,46,,,
47,27,Delhi,.NET - Lead,47,,,
48,27,Delhi,Java Developer,48,,,
49,28,Bangalore,Golang Developer,49,,,
50,29,Chandigarh,Full Stack Developer & Lead - Java,50,,,
51,30,Bangalore,Data Engineer,51,,,
52,30,Bangalore,Data Test Engineer,52,,,
53,30,Bangalore,Full Stack Developer - .NET,53,,,
54,30,Bangalore,Full Stack Developer - .NET,54,,,
55,30,Bangalore,Java Developer,55,,,
56,30,Bangalore,.NET Full Stack,56,,,
57,30,Bangalore,Machine Learning Engineer,57,,,
58,30,Bangalore,Xamarin Developer,58,,,
59,30,Bangalore,Data Engineer,59,,,
60,30,Bangalore,Databricks Developer,60,,,
61,30,Bangalore,Xamarin Developer (Android Exp),61,,,
62,31,Pune,Sitecore Developer,62,,,
63,32,Chennai,Engineering Lead - Mobile,63,,,
64,33,Bangalore,QA Engineer,64,,,
65,33,Bangalore,Frontend Developer,65,,,
66,34,Bangalore,IDQ / IPC Developer,66,,,
67,35,Bangalore,Backend Developer - .NET,67,,,
68,36,Delhi,Admission Counsellor,68,,,
69,37,Bangalore,Software Development Engineer,69,,,
70,37,Bangalore,Lead Software Development Engineer,70,,,
71,37,Bangalore,Lead Software Development Engineer,71,,,
72,37,Bangalore,Software Development Engineer,72,,,
73,37,Bangalore,Lead Software Development Engineer,73,,,
74,38,Bangalore,Product Designer,74,,,
75,39,Hyderabad,Senior Application Architect,75,,,
76,40,Bangalore,Business Analyst (Credit Risk),76,,,
77,41,Delhi,Node.js Developer,77,,,
78,42,Bangalore,Senior Engineering Manager,78,,,
79,43,Bangalore,Senior Software Developer,79,,,
80,43,Bangalore,Senior Software Engineer,80,,,
81,43,Bangalore,Java Developer,81,,,
82,44,Hyderabad,HRIS Analyst,82,,,
83,44,Hyderabad,HRIS - Team Lead,83,,,
84,45,Delhi,HR Recruiter,84,,,
85,46,Mumbai,Webflow Designer,85,,,
86,47,Navi Mumbai,Site Operations Engineer,86,,,
87,48,Jodhpur,Product Manager,87,,,
88,49,Mumbai,Senior KAM Enterprise Sales - Banking,88,,,
89,50,Pune,UI Developer,89,,,
90,51,Bangalore,SDE 2,90,,,
91,52,Bangalore,Principal Software Engineer,91,,,
92,53,Bangalore,iOS Developer,92,,,
93,54,Hyderabad,Regional Manager,93,,,
94,55,Bangalore,Assistant Manager - Data Analytics,94,,,
95,56,Mumbai,Data Analyst,95,,,
96,57,Bangalore,Director - Product Design,96,,,
97,57,Bangalore,Information Security Engineer,97,,,
98,57,Bangalore,Senior Product Designer,98,,,
99,57,Bangalore,Director - Product Design,99,,,
100,57,Bangalore,Information Security Engineer,100,,,
101,57,Bangalore,Senior Product Designer,101,,,
102,57,Bangalore,Director - Product Design,102,,,
103,57,Bangalore,Information Security Engineer,103,,,
104,57,Bangalore,Senior Product Designer,104,,,
105,58,Bangalore,Senior Data Scientist,105,,,
106,58,Bangalore,Senior Data Scientist,106,,,
107,58,Bangalore,Senior Data Scientist,107,,,
108,59,Mumbai,Collection Analyst,108,,,
109,59,Mumbai,Collection Analytics and Strategy,109,,,
110,59,Mumbai,Collection Analyst,110,,,
111,59,Mumbai,Collection Analytics and Strategy,111,,,
112,59,Mumbai,Collection Analyst,112,,,
113,59,Mumbai,Collection Analytics and Strategy,113,,,
114,60,Bangalore,Software Development Engineer in Test - 1,114,,,
115,60,Bangalore,Software Development Engineer in Test - 1,115,,,
116,60,Bangalore,Software Development Engineer in Test - 1,116,,,
117,61,Pune,Cloud API Developer,117,,,
118,61,Pune,Mobile Application Developer,118,,,
119,61,Pune,Cloud API Developer,119,,,
120,61,Pune,Mobile Application Developer,120,,,
121,61,Pune,Cloud API Developer,121,,,
122,62,Chandigarh,IT Business Development Manager,122,,,
123,62,Chandigarh,IT Business Development Manager,123,,,
124,62,Chandigarh,IT Business Development Manager,124,,,
125,63,Noida,Customer Service Executive,125,,,
126,63,Noida,Customer Service Executive,126,,,
127,64,Bangalore,Technical Lead - MS Dynamics,127,,,
128,64,Bangalore,Technical Lead - MS Dynamics,128,,,
129,65,Bangalore,DATA Modeler,129,,,
130,65,Bangalore,Release TRAIN Engineer,130,,,
131,65,Bangalore,AWS LEAD Engineer,131,,,
132,65,Bangalore,DATA Modeler,132,,,
133,65,Bangalore,Release TRAIN Engineer,133,,,
134,65,Bangalore,DevOps Engineer,134,,,
135,66,Bangalore,AWS Architect / Lead Engineer,135,,,
136,66,Bangalore,AWS Architect / Lead Engineer,136,,,
137,67,Mangalore,Senior Python Developer,137,,,
138,67,Mangalore,Senior Python Developer,138,,,
139,68,Bangalore,iOS Developer,139,,,
140,68,Bangalore,iOS Developer,140,,,
141,68,Bangalore,Golang Developer,141,,,
142,69,"Bangalore, Chennai, Pune",Senior and Lead C++ Developer,142,,,
143,69,"Bangalore, Chennai, Pune",Senior and Lead C++ Developer,143,,,
144,70,Bangalore,"Staff Engineer, - Service Mesh",144,,,
145,70,Bangalore,"Staff Engineer, - Service Mesh",145,,,
146,71,Bangalore,Engineering Manager,146,,,
147,72,Hyderabad,Senior HR Manager,147,,,
148,73,Bangalore,DevOps Engineer,148,,,
149,73,Mumbai,Graphic Designer (Senior Executive),149,,,
150,74,Lucknow,Node.js Developer,150,,,
151,75,Trivandrum,Dotnet Developer,151,,,
152,76,Kochi,Network Engineer - L2,152,,,
153,77,Gurgaon,Manager - DevOps,153,,,
154,77,Gurgaon,Principal Engineer,154,,,
155,78,"Bangalore, Hyderabad",Data Engineer,155,,,
156,79,Bangalore,VP - Software,156,,,
157,80,Pune,Backend Developer - Cloud,157,,,
158,81,Hyderabad,Oracle Service Cloud Consultant,158,,,
159,82,Bangalore,Product Manager,159,,,
160,83,Delhi,Testing Lead - Java / . .NET,160,,,
161,84,Ludhiana,Project Manager,161,,,
162,85,Delhi,ServiceNow Developer,162,,,
163,86,Chennai,AVP Consultant,163,,,
164,87,Hyderabad,Quality Analyst,164,,,
165,88,Bangalore,Sr. Devsecops Engineer - Security Specialist,165,,,
166,89,Chennai,Manager - Creative Project Management,166,,,
167,89,Gurgaon,Specialist - Project Management,167,,,
168,89,Bangalore,3 - D Generalist,168,,,
169,89,Bangalore,Analyst - Project Management,169,,,
170,89,Mumbai,Senior - Project Management,170,,,
171,90,Bangalore,Fullstack Manager,171,,,
172,91,Bangalore,Engineering Lead - Platform,172,,,
173,92,Hyderabad,Full Stack Developer - Java (Internship),173,,,
174,93,Chennai,Full Stack Developer - Java,174,,,
175,94,Bangalore,Associate Director Product Management,175,,,
176,95,Bangalore,Graphic Designer,176,,,
177,96,Bangalore,Principal Fullstack Developer - Java,177,,,
178,97,Bangalore,Project Manager,178,,,
179,98,Bangalore,Product Designer Manager,179,,,
180,99,Mumbai,SAP ABAP Consultant,180,,,
181,99,Mumbai,SAP ABAP Consultant,181,,,
182,100,Gurgaon,Brand Manager - Advertisement Space Sales,182,,,
183,101,Bangalore,Technical Support Engineer,183,,,
184,102,Noida,Senior Back - End Developer,184,,,
185,103,Delhi,Java Developer,185,,,
186,104,Bangalore,Data Engineer / Data Consultant,186,,,
187,105,Indore,Mern Stack Developer,187,,,
188,106,Pune,Dot .NET Developer - Fullstack,188,,,
189,107,Mumbai,SAP ABAP Consultant,189,,,
190,108,Delhi,Social Media Associate,190,,,
191,109,Mumbai,Account Manager - Sales,191,,,
192,109,Mumbai,Sales Specialist,192,,,
193,110,Bangalore,DevOps - 3 / Senior DevOps / SRE,193,,,
194,111,Bangalore,Security Engineer 1,194,,,
195,112,Bangalore,AUTOSAR Diagnostics Developer (Onboard Diagnostics),195,,,
196,113,Mumbai,Retention Marketing,196,,,
197,114,Gurgaon,NetSuite Consultant - Techno Functional,197,,,
198,115,Bangalore,Visual Designer,198,,,
199,116,Bangalore,Senior Product Manager - Payments,199,,,
200,117,"Bangalore, Chennai",Principal Product Manager,200,,,
201,118,Chennai,Senior Software Engineer,201,,,
202,118,Chennai,Senior Software Engineer,202,,,
203,119,Mumbai,CCIE Trainer,203,,,
204,66,Bangalore,Test Engineer (Consultant),204,,,
205,120,Bangalore,Fullstack Developer,205,,,
206,24,Bangalore,Tosca Tester,206,,,
207,121,Bangalore,Director - QA,207,,,
208,122,Bangalore,Senior ML Engineer,208,,,
209,123,Bangalore,DevOps Engineer - Intern (Internship),209,,,
210,124,Allahabad,Medical Device Representative,210,,,
211,109,Mumbai,Account Manager - Sales,211,,,
212,109,Mumbai,Sales Specialist,212,,,
213,110,Bangalore,DevOps - 3 / Senior DevOps / SRE,213,,,
214,111,Bangalore,Security Engineer 1,214,,,
215,112,Bangalore,AUTOSAR Diagnostics Developer (Onboard Diagnostics),215,,,
216,113,Mumbai,Retention Marketing,216,,,
217,114,Gurgaon,NetSuite Consultant - Techno Functional,217,,,
218,115,Bangalore,Visual Designer,218,,,
219,116,Bangalore,Senior Product Manager - Payments,219,,,
220,117,"Bangalore, Chennai",Principal Product Manager,220,,,
221,125,Bangalore,Software Frontend Developer,221,,,
222,30,Gurgaon,Xamarin Developer (Android),222,,,
223,126,Bangalore,SDE2,223,,,
224,127,Bangalore,Software Engineering Manager,224,,,
225,127,Bangalore,Software Engineering Manager - Mobile,225,,,
226,128,Bangalore,Software Engineer,226,,,
227,66,Bangalore,Lead Backend Engineer,227,,,
228,129,Hyderabad,Snowflake Developer,228,,,
229,69,"Bangalore, Chennai, Pune",Android Developer,229,,,
230,130,Bangalore,AV Engineer,230,,,
231,131,Hyderabad,Inside Sales,231,,,
232,132,Chennai,Accountant,232,,,
233,133,Hyderabad,Tableau Developer,233,,,
234,134,Bangalore,Senior Tax Accountant,234,,,
235,38,Bangalore,Sales Manager - Lending,235,,,
236,101,Bangalore,Senior Machine Learning Engineer,236,,,
237,135,Pune,Fashion Consultant Intern,237,,,
238,135,Pune,Social Media Marketing Intern,238,,,
239,136,Bangalore,Data Visualization - 2,239,,,
240,137,Bangalore,Security Engineer,240,,,
241,138,Bangalore,Public Relations (PR) Associate,241,,,
242,139,"Indore, Mumbai",Relationship Manager,242,,,
243,76,Kochi,Wordpress Web Developer,243,,,
244,140,Bangalore,Project Manager,244,,,
245,141,Mumbai,Video Editing and Motion Graphics,245,,,
246,142,Bangalore,Senior Unity Developer,246,,,
247,143,Noida,Software Engineer,247,,,
248,144,Chennai,React Native Developer,248,,,
249,80,Pune,Cloud Backend Developer,249,,,
250,145,Bangalore,Senior Software Engineer - Java,250,,,
251,146,Gurgaon,Software Engineer,251,,,
252,90,Bangalore,Lead SDE & SDE - III (Frontend Development),252,,,
253,72,Hyderabad,Senior Test Engineer,253,,,
254,147,Gurgaon,Senior Flutter Developer,254,,,
255,148,"Bangalore, Chennai, Mumbai",Customer Success Manager,255,,,
256,149,Bangalore,Software Development Engineer - 1 (Backend),256,,,
257,150,Bangalore,SDE 4,257,,,
258,151,Mumbai,Ecommerce Marketing Manager,258,,,
259,51,Bangalore,Software Development Engineer,259,,,
260,145,Bangalore,Android Developer,260,,,
261,152,Bangalore,Data Engineer,261,,,
262,153,Hyderabad,Flight Software Developer,262,,,
263,154,Chennai,Senior Developer,263,,,
264,155,"Bangalore, Gurgaon, Hyderabad",Senior Tech Associate,264,,,
265,156,Bangalore,Senior Software Engineer,265,,,
266,157,Navi Mumbai,HR Executive,266,,,
267,12,Bangalore,Infotainment Testing,267,,,
268,158,Bangalore,Technical Program Manager,268,,,
269,112,Bangalore,AUTOSAR Diagnostics Developer (Memory Stack),269,,,
270,159,Bangalore,Illustrator / Story Plan Artist,270,,,
271,160,Bangalore,Jr. Data Analyst,271,,,
272,34,Bangalore,Snowflake Data Engineer,272,,,
273,161,Bangalore,Account Executive,273,,,
274,44,Hyderabad,"Engineer, DevOps",274,,,
275,162,Bangalore,Product Support Engineer - 1,275,,,
276,121,Bangalore,Application Security,276,,,
277,163,"Bangalore, Chennai",DevOps Engineer,277,,,
278,164,Hyderabad,Big Data Engineer,278,,,
279,165,Bangalore,Lead Product Designer,279,,,
280,166,Bangalore,Head of Marketing,280,,,
281,11,Bangalore,Solution Engineer,281,,,
282,167,Mumbai,Interior Designer,282,,,
283,168,Bangalore,Engineering Manager,283,,,
284,168,Bangalore,Principal Engineer,284,,,
285,168,Bangalore,Software Architect,285,,,
286,169,Bangalore,HR Head,286,,,
287,170,Bangalore,Salesforce Developer,287,,,
288,171,Bangalore,Senior Software Engineer - Frontend,288,,,
289,93,Chennai,Full Stack,289,,,
290,116,Bangalore,Senior Devsecops Engineer,290,,,
291,138,Bangalore,Banking Operation,291,,,
292,6,Bangalore,Product Manager,292,,,
293,172,Gurgaon,Salesforce Developer,293,,,
294,173,Gurgaon,Executive Assistant,294,,,
295,25,Bangalore,IT Project Management Officer (PMO) - AVP,295,,,
296,174,Bangalore,Senior AI Engineer,296,,,
297,175,Bangalore,Reconciliation and Settlements Specialist,297,,,
298,176,"Bangalore, Hyderabad, Work From Home",Azure Cloudops Engineer,298,,,
299,176,"Bangalore, Hyderabad, Work From Home",Java Developer,299,,,
300,176,"Hyderabad, Work From Home",Java Developer,300,,,
301,177,Bangalore,Senior UI Designer,301,,,
302,71,Bangalore,Android Developer (SE / SE2),302,,,
303,37,Bangalore,Senior Software Development Engineer,303,,,
304,178,Hyderabad,Business Intelligence Engineer,304,,,
305,178,Hyderabad,Senior Product Manager,305,,,
306,179,Bangalore,Software Engineer,306,,,
307,180,Gurgaon,Tele Caller Executive,307,,,
308,164,Hyderabad,Big Data Engineer,308,,,
309,49,Bangalore,Senior Machine Learning Researcher,309,,,
310,123,Bangalore,Backend Developer - SDE1,310,,,
311,181,Bangalore,Senior DevOps Engineer,311,,,
312,72,Hyderabad,Senior Test Engineer,312,,,
313,72,Hyderabad,SSE,313,,,
314,132,Chennai,Content Writer,314,,,
315,182,Hyderabad,Magento Business Analyst,315,,,
316,18,Hyderabad,Software Engineer II,316,,,
317,183,Bangalore,Data Engineer II,317,,,
318,184,Bangalore,Founding Engineer,318,,,
319,185,Hyderabad,Data Modeler,319,,,
320,186,Gurgaon,Demand Generation Lead,320,,,
321,89,Bangalore,Motion Graphics,321,,,
322,187,Faridabad,Sales Manager,322,,,
323,103,Gurgaon,UX Designer,323,,,
324,140,Bangalore,Project Manager,324,,,
325,167,Ahmedabad,Interior Designer,325,,,
326,188,Noida,Java Developer With Kafka,326,,,
327,142,Bangalore,Director of Engineering,327,,,
328,47,Bangalore,Frontend Engineer,328,,,
329,48,Noida,SDE - 2 Android,329,,,
330,8,Bangalore,Technical Project Manager,330,,,
331,72,Hyderabad,Software Testing Engineer (Automation Web + API),331,,,
332,72,Hyderabad,Software Testing Engineer - Performance Testing,332,,,
333,189,Gurgaon,Node.js Developer,333,,,
334,190,Bangalore,Data Engineer,334,,,
335,190,Bangalore,Product Manager,335,,,
336,191,Bangalore,Engineering Manager,336,,,
337,192,Gurgaon,DevOps / Site Reliability - Staff Engineer,337,,,
338,192,Gurgaon,SDE III - Frontend,338,,,
339,192,Gurgaon,Site Reliability Engineer - SDE III,339,,,
340,192,Gurgaon,Staff Engineer - Frontend,340,,,
